ts_us,iface,length,payload_len,direction,eth_type,src_mac,dst_mac,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,tcp_flags,flow_key,payload_sample
1760903523522278,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,f86432df95b5e48568595ce1302763dada8d34cafe06d126fb5a93793c9f79be
1760903523522278,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,4c4832b61e74b93a7962c4c9ebd6a9a99e4ced93f627c99d3e58979577372217
1760903523522359,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523522409,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523522468,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,2d936083fcc5b9fbf61319fd665cf207d984dd34900448736ddd94f90c70d3af
1760903523522468,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,7d752d297ed7a077f24043459650f79f65b6d852408156484b2abdf08b4c46f7
1760903523522500,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523522529,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,e65e539aae3399e7d33bce7e06ff5e3544962268c86e170f6a87746c023962bd
1760903523522560,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523523926,Ethernet,89,35,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,PA,192.168.1.117:49804-212.102.113.127:443-TCP,170303001eafb9edff23aca363b2feebc7a5e1e62a03e2248f150c31be388366
1760903523564413,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,4c9f1fe5e8c5622f7bc821c132e8960fb8dd0d631ec9944975a9b7a2e96ef4ef
1760903523564521,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523564578,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,a190618744f41fc87c36b71028930aadf89afd934106a87fa1da5db7523ad798
1760903523564614,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523564633,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,67e29fa97fe3666d9671b33a0973735d190bab025c01362adf8d98ad84a08481
1760903523564656,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523564743,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,d81d5c56dd1344fb077360d6d48c66fb9a0179ed8053cd5c20f9b37d4e65702a
1760903523564743,Ethernet,431,377,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,0ce0ab97b361404b889bbad8ee96beb477198f6596ea6e11d2071b66b40886ca
1760903523564829,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523564877,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,3a0901803a79a114faedf7770adb5bad36be4d451437c55a27a74b38f52dd3c8
1760903523564904,Ethernet,74,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565037,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,aaac93fc1a19a40c27576eab5c8b32a0646a584cb37b41dfde2a86d0e73649e3
1760903523565132,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565188,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,170303001abc56d4a3420d654cf2d8cbaa9e1d19bc8aa14ae92a408f8d059a17
1760903523565237,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565261,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,38676fdda2d78476448d4eae454eedd97760d6a8fac8b269325ad6f3cb75c68c
1760903523565301,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565363,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,10d2464c10e4efe159448ea2638a8edb861eff57926802807f204e7e746b3ed6
1760903523565404,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565490,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,7c6211c941a8bf57f2022d571fb46c0ef5501e9aaad7238a02ab265e22d8a5e9
1760903523565522,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565651,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,abd3cd541820633912e99e54ea9ce12d328857de9f7bdf5db787deb71957d748
1760903523565738,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565781,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,73fc2d4273dfc5d35271b0b660dc530d39fda6596be4ab67ada3b35714c9d541
1760903523565815,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523565943,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,2e594edce0e093735bb6407a6b2c64e997e09b292105ad3904eb87ed074a1518
1760903523566004,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566037,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,9e16639b0b7674face489c16d4b014d1863ff2a8f592d64cc87ec05a4c8863cf
1760903523566072,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566100,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,529ce56465424786aeb2c2c9a6b207ab58f0651a7ec8f3afe8e7e92062c1d91d
1760903523566130,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566226,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,6b19647305395c991269690c5c89b7526754d79bc89214fa2f3ca0262b0af25d
1760903523566272,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566346,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,0dddb4131f5d15c106af7ef95e03f919653e6cc254f763bfe2f8686ba627be9d
1760903523566379,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566494,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,8f02ebfdde33d6e20a20de51f1c99df0ab13b9b8c523895fc393d401f8ebfa9d
1760903523566525,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566604,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,d573ef7f3670f48cd201a015ab1c56b7d2791143e1e87b9fad8e72c12880e47c
1760903523566655,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523566743,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,ff245b654f105ab489d5753225058fb922d0ff41e8d8ef997cbd211a9a963266
1760903523566780,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567123,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,bd7e02ed545921aee2205521685a03f835b9892413694d12db6554607a1d05a3
1760903523567123,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,abf72a835ae3707d1275a9334e9ddb24d87b4296999aea139bdd2ee83b7cea9f
1760903523567123,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,94b27084362b92c11f04edb6a766ff19c4353093f3ff5c8071b8ffb61bb82f39
1760903523567175,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567210,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,abc15c9d0590aad9763fff8bacd387201ca78eddb83b67fbde5e0a1ffab9ed7b
1760903523567230,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567431,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,6abb267e605c9d150c8499ae9c687e8698834ee15023e0ebbaa8e447befd8ce5
1760903523567481,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567515,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,3b0d692d91c690e84e7b54c7d9a6a7bb68b67c66fe89ee89bb30898cb40367f5
1760903523567553,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567612,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,3de11ebe846ffa323a0314a8e97f4c67b7bebad28bacac16ebcb1a348009f799
1760903523567645,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567714,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,413c2752d7f4f1829021f001d1499bb2ac798ea56f5c8e5656df4dfb8853523c
1760903523567747,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567816,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,f8693ded90c151b6f4c591abc34e638d9675052dd3e91a0c6d7a067d12610c4c
1760903523567842,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523567930,Ethernet,1294,1240,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,86baafa83f11daa47a1a2b8a77c49d751cd098ce0551b16c48ff6ca0378ee4a7
1760903523567960,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523568043,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,923655b8711ba7378f516b5c049abab0f8a795e1f5c6873254601136ea4a36a7
1760903523568051,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523568460,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,a0f5ee6567f3408321a9107d3765f54be7a393274d4979f5df0442a34bc426ce
1760903523568460,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,dd87a3177e7e8b4d4c252710703ca98c14765ceab6a6fb519b252db9c8b3a770
1760903523568460,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,2ac4f1a6af316b4a999216d01ee46659e3a8c07fbfea243aeede392d6dfb491a
1760903523568476,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523568534,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,764a145730e595f9078a911906f119b7e7523a1ba8e611750304411a43262b55
1760903523568534,Ethernet,60,0,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,
1760903523568543,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523568828,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,bc3c6959951c9f14a39c44eead0f286b32d011fda76fe5834918aa882334e4cd
1760903523568962,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,cab5fe4fba0e4f1ad8d65a5f346ffa158b716a5bfac6d0d8702c0ad20e580afe
1760903523568970,Ethernet,66,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523569102,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,bc691266b000951db8781251e86251d1b4bf957dd9f45564108099c39a2caece
1760903523569109,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523569225,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,b1a985e25dade3b01e5ec90daed884a121da8452310a5b86950e19abe4438fc0
1760903523569232,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523569712,Ethernet,316,262,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,31.57.117.1,192.168.1.117,443.0,58089.0,PA,31.57.117.1:443-192.168.1.117:58089-TCP,1703030101df884ab9f69d7a7d97115488d632536e2a53223e79695338d1713a
1760903523608857,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,5df641516f3b52ae89e667aeb01edf01f4271d3bae2804dcbf9fbe476a64a48c
1760903523608857,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,cc91430fe980bb08825e76755d1a04825b8ee39e99110d8e7dc71bbd0db95c1f
1760903523608938,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523609302,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,878501416750b263e97925dc354d70c0f3e418a586a7d8b0e978e313bd33572d
1760903523609331,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,230058a58d860bfb247713a2654558609d568fa75b9396f4dc404530ba5a91c9
1760903523609351,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523609597,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,55377094c9ad42af065a6f2901276cd358711ff7272f017439e4eff2fdbe06f6
1760903523609695,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,30bd3cfee465eb9a4cbdb3ea30ee3ad8a0cbd69157981d95cd84ea5205cc40fc
1760903523609721,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
1760903523610137,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,A,212.102.113.127:443-192.168.1.117:49804-TCP,96668b3c5344d17e876b0047d721da5623f1462dbbb4a2cd1fe69e9ed38b6bf5
1760903523610299,Ethernet,1514,1460,in,0x0800,50:ff:20:5b:3a:9e,a8:a1:59:71:54:dc,4.0,TCP,212.102.113.127,192.168.1.117,443.0,49804.0,PA,212.102.113.127:443-192.168.1.117:49804-TCP,4b0d623c92b4dbd8f6d1e65ca1d2fdf8c62e1eced71d0e5bf082e31a7a5a4cab
1760903523610318,Ethernet,54,0,out,0x0800,a8:a1:59:71:54:dc,50:ff:20:5b:3a:9e,4.0,TCP,192.168.1.117,212.102.113.127,49804.0,443.0,A,192.168.1.117:49804-212.102.113.127:443-TCP,
